disease_id,diseaseid,diseasename
16125,C4021626,Lethal skeletal dysplasia
4210,C0265273,Achondrogenesis type 1A
1439,C0024286,Lymphogranuloma Venereum
1730,C0028961,Oliguria
8683,C0857501,Acute schizophrenia
11409,C1845027,"Spina Bifida, X-Linked"
11408,C1845026,Neural tube defects X-linked
12485,C1866558,"Neural tube defect, folate-sensitive"
12486,C1866559,"Spina Bifida, Folate-Sensitive"
487,C0009374,"Colonic Diseases, Functional"
878,C0016751,Hereditary fructose intolerance syndrome
13442,C2750076,Miyoshi Muscular Dystrophy 3
12754,C1969785,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2L (disorder)"
5601,C0334518,Polyembryoma
6213,C0346183,Ovarian Embryonal Carcinoma
13763,C2931210,"Usher syndrome, type 1F"
8349,C0795824,"Chromosome 8, monosomy 8p"
9738,C1332218,Adult Type Ovarian Granulosa Cell Tumor
10106,C1370419,Ovarian Granulosa Cell Tumor
5312,C0280734,AIDS-related malignancies
14814,C3502510,Chromosome 16p13.3 Deletion Syndrome
2702,C0086541,Urban cutaneous leishmaniasis
2701,C0086540,"Leishmaniasis, New World"
8549,C0853112,Chronic infection with HIV
15232,C3711749,Nonsyndromic Holoprosencephaly
14687,C3468114,Juvenile amyotrophic lateral sclerosis
6680,C0406481,Comedonal acne
11318,C1842676,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 6 (disorder)"
5465,C0333317,Fibrous body
9562,C1301365,"Systemic mastocytosis with associated clonal, hematologic non-mast-cell lineage disease"
13168,C2676137,Diamond-Blackfan Anemia 1
13445,C2750080,Diamond-Blackfan Anemia 10
13446,C2750081,Diamond-Blackfan Anemia 9
9796,C1332996,Childhood B Lymphoblastic Lymphoma
9734,C1332212,Adult B Lymphoblastic Lymphoma
8632,C0855146,B Lymphoblastic Lymphoma
7218,C0521858,Decreased drug resistance
14158,C3150988,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 12"
10488,C1563696,DNA Repair-Deficiency Disorders
14080,C3150667,"MICROCEPHALY, SEIZURES, AND DEVELOPMENTAL DELAY"
17702,C4551971,"Albers-Schonberg Disease, Autosomal Recessive"
11658,C1850127,"Osteopetrosis, Autosomal Recessive 1"
3785,C0237967,pediatric AIDS
5285,C0280252,"stage, colon cancer"
13345,C2721713,Disseminated BCG
9666,C1320453,Cervical Squamous Cell Carcinoma In Situ
4017,C0262428,Collagen-vascular disease
16780,C4283859,Cutaneous Malignant Melanoma 2
11723,C1851945,"DYSTONIA 1, TORSION, AUTOSOMAL DOMINANT"
1924,C0032197,Platelet Storage Pool Deficiency
10228,C1414017,"DEAFNESS, AUTOSOMAL RECESSIVE 25"
14669,C3281201,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
13997,C2985524,Rhabdoid tumor predisposition syndrome
14079,C3150658,WARSAW BREAKAGE SYNDROME
11975,C1856883,"FACTOR V AND FACTOR VIII, COMBINED DEFICIENCY OF"
8891,C0919645,Tumour ulceration
165,C0003534,Aphakia
2248,C0038273,Stereotypic Movement Disorder
16224,C4025751,Abnormality of the pancreas
14003,C2986658,Diffuse Intrinsic Pontine Glioma
11833,C1854023,"Spinal muscular atrophy, Jerash type"
14072,C3150619,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIC"
5716,C0339263,Pseudophakic corneal edema
10143,C1384641,Cervical spondylosis
12840,C2014414,orthopedic disorders
5131,C0278695,Neuroblastoma recurrent
11859,C1854465,TUBEROUS SCLEROSIS 1 (disorder)
3427,C0206702,Klatskin Tumor
639,C0012716,Disorder of magnesium metabolism
13403,C2748662,Mitchell-Riley Syndrome
7002,C0456065,"Infant, Extremely Low Birth Weight"
13356,C2732838,Neoplasm of skeletal system
7084,C0476480,Physical violence
3097,C0155930,Tooth Ankylosis
10509,C1567427,Bilateral Multicystic Dysplastic Kidneys
11273,C1840451,"MULTICYSTIC RENAL DYSPLASIA, BILATERAL"
10508,C1567426,Unilateral Multicystic Dysplastic Kidney
5007,C0275594,Infection due to Brucella suis
13444,C2750079,Exudative Vitreoretinopathy 5
11706,C1851402,Exudative vitreoretinopathy 1
371,C0007384,Cataplexy
6424,C0392553,Hereditary peripheral neuropathy
6697,C0406650,Linear IgA Bullous Dermatosis
9415,C1276127,Sporadic porphyria cutanea tarda
15999,C4014962,FANCONI RENOTUBULAR SYNDROME 4 WITH MATURITY-ONSET DIABETES OF THE YOUNG
14845,C3539003,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VI"
10893,C1832926,"EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE (disorder)"
15423,C3809470,"EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 2"
5283,C0280242,"stage, rectal cancer"
9238,C1263853,Paralytic stroke
14073,C3150644,"BRACHYDACTYLY, TYPE E2"
4231,C0265312,Brachydactyly syndrome type E
14074,C3150649,"AUTOIMMUNE DISEASE, MULTISYSTEM, WITH FACIAL DYSMORPHISM"
13447,C2750082,"Deafness, Autosomal Recessive 79"
3316,C0205874,"Papilloma, Squamous Cell"
17783,C4684865,Cerebral Adrenoleukodystrophy
6233,C0346360,Malignant melanoma of conjunctiva
11086,C1836780,PANCREATIC AND CEREBELLAR AGENESIS
10273,C1456240,Narcolepsy without cataplexy
17711,C4551982,TRICHOHEPATOENTERIC SYNDROME 1
14068,C3150419,NEPHRONOPHTHISIS-LIKE NEPHROPATHY 1
751,C0014476,Eperythrozoonosis
10192,C1399819,Humoral immunodeficiency
14451,C3275476,"CHONDRODYSPLASIA WITH PLATYSPONDYLY, DISTINCTIVE BRACHYDACTYLY, HYDROCEPHALY, AND MICROPHTHALMIA"
15910,C4013425,Neuroendocrine cervical carcinoma
11832,C1854022,OTOSCLEROSIS 2
11374,C1843791,"CARDIOMYOPATHY, DILATED, 1N"
15408,C3809346,"CARDIOMYOPATHY, DILATED, 1MM"
12451,C1866008,"Muscular Dystrophy, Limb-Girdle, Type 2G"
13432,C2750035,Emery-Dreifuss Muscular Dystrophy 3
14222,C3151265,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 18"
1912,C0031900,Pierre Robin Syndrome
12107,C1858854,MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS
14213,C3151211,"OSTEOGENESIS IMPERFECTA, TYPE X"
4585,C0268362,Osteogenesis imperfecta type III (disorder)
2101,C0035613,Rift Valley Fever
6105,C0344191,Cerebellar decompression injury
11261,C1840334,"Hypoparathyroidism, Autosomal Recessive"
14081,C3150672,"ARTHROGRYPOSIS, RENAL DYSFUNCTION, AND CHOLESTASIS 2"
12903,C2242653,Thyroid fibrosis
7577,C0678199,Anemia of inadequate production
590,C0011428,Dentigerous Cyst
7909,C0748168,Pulmonary Pathology
9396,C1275420,Extra-abdominal fibromatosis
12615,C1882229,Ovarian Thecoma
8053,C0751252,Sleep Initiation Dysfunction
1216,C0021603,Sleep Initiation and Maintenance Disorders
8052,C0751250,Psychophysiological Insomnia
8051,C0751249,Chronic Insomnia
1973,C0033139,Primary Insomnia
6302,C0349255,Nonorganic Insomnia
16855,C4302031,Basal epidermolysis bullosa simplex
8492,C0848765,Hearing disability
7323,C0546959,Atrial tachycardia
4715,C0269062,Chronic cervicitis
3259,C0178272,Disorder of pulmonary circulation
835,C0015708,Fazio-Londe Syndrome
8452,C0796274,Brown-Vialetto-Van Laere Syndrome 1
14368,C3203738,Fowler syndrome
11978,C1856972,Encephaloclastic Proliferative Vasculopathy
11577,C1848519,"WAARDENBURG SYNDROME, TYPE 4A"
3079,C0155686,Acute myocarditis
14329,C3163987,Endocervical adenocarcinoma in situ
11329,C1842898,"Muscular Dystrophy, Congenital, due to Partial LAMA2 Deficiency"
9752,C1332355,Autoimmune Hepatitis with Centrilobular Necrosis
9904,C1334272,Invasive Apocrine Breast Carcinoma
14684,C3463918,EMBRYONAL CELL CARCINOMA
13511,C2751306,"Polycystic kidney disease, type 2"
8863,C0887850,"Polycystic Kidney, Type 1 Autosomal Dominant Disease"
13755,C2931193,Prinzmetal's variant angina
12686,C1960870,Transformed migraine
5710,C0339084,Floppy lid syndrome
4443,C0267491,Ulceration of colon
9918,C1334415,Low Grade Gastric Intraepithelial Neoplasia
12914,C2242712,Hyper LDL cholesterolaemia
12452,C1866029,Keratosis Linearis with Ichthyosis Congenita and Sclerosing Keratoderma
1378,C0023600,Leydig cell hyperplasia
13981,C2976853,Immune reconstitution inflammatory syndrome [IRIS]
9385,C1275275,Spindle cell liposarcoma
18072,C4733227,ovarian papillary serous carcinoma
2048,C0034887,Rectal polyp
17454,C4527429,In Situ Mantle Cell Neoplasia
17411,C4524188,In situ follicular lymphoma
5876,C0341699,Granulomatous interstitial nephritis
2941,C0153416,Malignant neoplasm of other specified part of esophagus
2938,C0153413,Malignant neoplasm of upper third of esophagus
2940,C0153415,Malignant neoplasm of lower third of esophagus
7128,C0496775,Malignant neoplasm of abdominal part of esophagus
2939,C0153414,Malignant neoplasm of middle third of esophagus
4908,C0271885,Hypothalamic obesity
6257,C0346993,Secondary malignant neoplasm of female breast
7778,C0740766,Acute pneumonia
16359,C4073107,Incomplete congenital stationary night blindness
4325,C0266060,Anterior open bite
13574,C2826025,Mixed phenotype acute leukemia
5231,C0279645,Childhood Acute Monoblastic Leukemia
5221,C0279629,Adult Acute Monoblastic Leukemia
7024,C0457334,Acute monoblastic leukemia
14011,C2987120,Intramucosal Adenocarcinoma
12881,C2197691,Scrotal hypospadias
17388,C4521879,Stage IV Pancreatic Cancer AJCC v8
17378,C4520975,Stage IV Pancreatic Cancer AJCC v6 and v7
9466,C1290073,Acute mucositis
9837,C1333430,EBV-Related Hodgkin Lymphoma
2827,C0151773,Bone marrow depression
9418,C1277259,Pangastritis
17541,C4546076,Classical cystic fibrosis
8741,C0860602,Anxious personality
779,C0014800,Erythroid hyperplasia
9420,C1278797,Postnatal infection
17575,C4551503,FANCONI RENOTUBULAR SYNDROME 1
16932,C4310473,"Hypercalcemia, infantile, 2"
14075,C3150652,FANCONI RENOTUBULAR SYNDROME 2
5736,C0339508,Hereditary macular dystrophy
7729,C0730292,Macular dystrophy
7106,C0478085,Other epidermolysis bullosa
2522,C0079297,Epidermolysis Bullosa Progressiva
13080,C2673610,JEB-I
13044,C2608084,"EPIDERMOLYSIS BULLOSA, JUNCTIONAL, LOCALISATA VARIANT (disorder)"
1260,C0022579,Keratoderma
7030,C0457533,Desmoplastic ameloblastoma
12160,C1859807,"AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE (disorder)"
10617,C1704328,Osteoblastic Osteosarcoma
5492,C0334106,Bowenoid papulosis
14077,C3150654,"DEAFNESS, AUTOSOMAL RECESSIVE 84A"
6168,C0345427,"Woolly hair, congenital"
2002,C0033839,Pseudorabies
17350,C4518409,B-cell lymphoma with features intermediate between diffuse large B-cell lymphoma and Burkitt lymphoma
8496,C0849925,Ventricular failure
6247,C0346648,Malignant tumor of exocrine pancreas
5997,C0342753,"Glycogen storage disease due to acid maltase deficiency, late-onset"
14019,C2987262,Esophageal Neuroendocrine Carcinoma
13387,C2748502,"CORNEAL DYSTROPHY, POSTERIOR AMORPHOUS"
14101,C3150754,GLYCOGEN STORAGE DISEASE XV
16058,C4015452,POLYGLUCOSAN BODY MYOPATHY 2
9286,C1266071,Intraductal papillary-mucinous adenoma
3991,C0243057,Stomatognathic System Abnormalities
11601,C1848873,Abnormality of the diaphragm
9991,C1335392,Pericytic Neoplasm
16905,C4304400,X-linked hereditary sensory and autonomic neuropathy with deafness
11419,C1845095,"DEAFNESS, X-LINKED 5 (disorder)"
10130,C1378512,Blast cell leukemia
8928,C0936282,Blastoma
11602,C1848913,"Tay-Sachs Disease, Juvenile"
9210,C1262020,Diffuse alveolar damage
12868,C2076602,Influenza A (H3N2)
13616,C2874202,Constitutional delay of puberty
15254,C3714739,Mesothelial Neoplasms
10810,C1827700,Luxation of lens
2661,C0085694,Chronic cholecystitis
17946,C4721575,stage IV hypopharyngeal cancer
17927,C4721433,Stage IV Hypopharyngeal Squamous Cell Carcinoma AJCC v7
13989,C2982481,Stage IV Hypopharyngeal Carcinoma AJCC v7
5723,C0339296,Neurotrophic keratitis
6049,C0343084,Capillary Leak Syndrome
4608,C0268406,Age-related amyloidosis
1196,C0021099,Impetigo
12680,C1960459,Hereditary angioedema with normal C1 esterase inhibitor activity
11604,C1848934,SPONDYLOCARPOTARSAL SYNOSTOSIS SYNDROME
3865,C0238577,Abdominal wall defect
3269,C0178829,reproductive system disorder
13738,C2931105,"Hypercalciuria, childhood idiopathic"
4490,C0268080,"Hypercalcemia, Idiopathic, of Infancy"
16062,C4015505,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 18"
9515,C1292775,"Acute myeloid leukemia, 11q23 abnormalities"
1538,C0025319,Menopausal syndrome
8050,C0751230,Hypothalamic Dysfunction Syndromes
14084,C3150691,RETINITIS PIGMENTOSA 54
8917,C0936215,Vitamin B 6 Deficiency
2752,C0149779,Somatization
865,C0016427,Follicular cyst
10088,C1367859,Pineal parenchymal tumor of intermediate differentiation
4899,C0271815,Postpartum Thyroiditis
16700,C4255088,Isolated polycystic liver disease
10959,C1834405,Nail dysplasia
14529,C3279947,"NAIL DISORDER, NONSYNDROMIC CONGENITAL, 9"
16189,C4024880,Hair-nail ectodermal dysplasia
557,C0010631,Cystadenocarcinoma
14322,C3163649,Functionless pituitary neoplasm
992,C0018672,Head Banging
3401,C0206666,"Trophoblastic Tumor, Placental Site"
6292,C0348951,Imbalance of constituents of food intake
4665,C0268575,Isovaleryl-CoA dehydrogenase deficiency
12431,C1865643,"Cholestasis, progressive familial intrahepatic 3"
6973,C0451696,Major histocompatibility complex class II deficiency
16354,C4068898,Pseudohypopyon
9185,C1260327,Langerhans Cell Sarcoma
12784,C1970203,"Polyhydramnios, Megalencephaly, And Symptomatic Epilepsy"
11312,C1842534,DYSTONIA 18 (disorder)
12741,C1969443,Trifunctional Protein Deficiency With Myopathy And Neuropathy
15208,C3711162,Metatropic Dysplasia Type 1
7378,C0554591,"Polymyositis, Idiopathic"
4095,C0263984,Polymyositis Ossificans
14085,C3150692,AMYOTROPHIC LATERAL SCLEROSIS 12
14822,C3532429,Usual ductal hyperplasia of breast
6038,C0342953,Organ dysfunction syndrome
2396,C0041330,"Tuberculosis, Spinal"
817,C0015503,Factor VII Deficiency
1543,C0025472,Mesenteric Vascular Occlusion
10275,C1456270,Fatty acid oxidation disorder
14870,C3541340,PONTINE TEGMENTAL CAP DYSPLASIA
16923,C4304995,Recurrent squamous cell carcinoma
16019,C4015141,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 29"
6147,C0344975,Pulmonary Atresia with Intact Ventricular Septum
13736,C2931093,"Osteogenesis imperfecta, type 5"
10834,C1832232,"Peroxisome Biogenesis Disorder, Complementation Group C"
416,C0008074,"Child Development Disorders, Pervasive"
4016,C0262424,CNS DEGENERATION
12825,C1997473,Autosomal aneuploidy
16104,C4020790,Medullary sponge kidney disease
7282,C0543822,Atherosclerotic occlusive disease
3573,C0221217,Neck webbing
11230,C1839463,TARP syndrome
6871,C0432106,Midline facial cleft - Tessier cleft 0
14090,C3150706,FRONTONASAL DYSPLASIA 3
12599,C1876203,Frontonasal dysplasia
14091,C3150715,RETINITIS PIGMENTOSA 51
3617,C0221745,Depression suicidal
7171,C0520716,Pallidopontonigral degeneration
13767,C2931228,"VACTERL ASSOCIATION, X-LINKED, WITH OR WITHOUT HYDROCEPHALUS"
15130,C3665339,Bacterial sepsis of newborn
7005,C0456103,Sepsis of the newborn
15534,C3811915,SUCLA2
151,C0003460,Anuria
14865,C3540764,Coloboma of the Retina
6130,C0344539,Hypoplasia of iris
3901,C0240896,Fundus coloboma
18055,C4728147,Mid-dermal elastolysis
9095,C1135869,"Hemorrhagic Septicemia, Viral"
14957,C3553538,BROWN-VIALETTO-VAN LAERE SYNDROME 2
10464,C1541316,Adult Giant Cell Glioblastoma
15877,C3899659,Childhood Giant Cell Glioblastoma
8355,C0795836,"Chromosome 10, monosomy 10p"
8343,C0795809,"Chromosome 3, trisomy 3q"
4616,C0268425,Alstrom Syndrome
13570,C2825139,Acute Myeloid Leukemia with Myelodysplasia-Related Changes
17303,C4509836,Familial acute necrotizing encephalopathy
6608,C0399526,Class III malocclusion
7903,C0747820,"Malaria, antepartum"
4593,C0268380,Systemic amyloidosis
2674,C0085932,Bullous Dermatitis
14851,C3539168,"PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP A"
12159,C1859773,"Microphthalmia, Syndromic 3"
13061,C2609289,Diabetic arteriosclerosis
4391,C0266559,Persistent primary vitreous
6509,C0393907,Axonal sensorimotor neuropathy
9625,C1306587,Acute encephalopathy
10455,C1536221,Non ST segment elevation myocardial infarction
7493,C0596032,acquired immunodeficiency
14093,C3150731,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 5"
499,C0009451,Communicating Hydrocephalus
13914,C2936718,Fetal Cerebral Ventriculomegaly
17679,C4551902,"Craniosynostosis, Type 1"
4747,C0270720,Hydrocephalus Ex-Vacuo
1808,C0030044,Acrocephaly
13748,C2931150,Synostotic Anterior Plagiocephaly
10921,C1833340,Synostotic Posterior Plagiocephaly
4266,C0265534,Scaphycephaly
13921,C2936786,Aqueductal Stenosis
7092,C0477432,Post-Traumatic Hydrocephalus
14054,C3150215,CHROMOSOME 6q24-q25 DELETION SYNDROME
15043,C3554279,"CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 2"
2179,C0037019,Shy-Drager Syndrome
3265,C0178540,Cerebral Hypoxia-Ischemia
16734,C4274282,Nanophthalmia
4953,C0272183,Qualitative abnormality of granulocyte
5733,C0339480,Parafoveal telangiectasia
17387,C4521693,Telangiectasia of macula lutea
13036,C2586331,Surrogate mother (family issue)
4055,C0263417,Cutis verticis gyrata
16315,C4050313,ROSE Cluster 2
15881,C3899668,Childhood Diffuse Astrocytoma
9729,C1332200,Adult Diffuse Astrocytoma
7922,C0748903,spinal cord involvement
7384,C0555206,Chiari malformation type II
505,C0009677,Congenital macroglossia
12553,C1868616,Parastremmatic dwarfism
14285,C3159322,"SPONDYLOEPIPHYSEAL DYSPLASIA, MAROTEAUX TYPE"
6892,C0432228,Brachyolmia
14830,C3536593,Chronic cerebrovascular accident
1570,C0026603,Motion Sickness
18139,C4748253,SPERMATOGENIC FAILURE 32
4174,C0265210,Weaver syndrome
15599,C3830518,Diabetic embryopathy
14826,C3534585,Infection caused by Norovirus
10436,C1533174,"Acute myeloid leukemia, inv(16)(p13q22)"
5808,C0340485,Familial ventricular tachycardia
12619,C1883486,Uterine Corpus Cancer
10371,C1519172,Salivary Gland Carcinoma ex Pleomorphic Adenoma
2947,C0153436,Malignant neoplasm of sigmoid colon
3083,C0155760,Rupture of artery
7256,C0541978,Gene genetic abnormality
7843,C0744669,Complex congenital heart disease
7913,C0748397,Reynolds syndrome
4550,C0268279,Lipofuscinosis
18221,C4749905,Methylmalonic aciduria due to transcobalamin receptor defect
14125,C3150900,"METHYLMALONIC ACIDURIA, TRANSIENT, DUE TO TRANSCOBALAMIN RECEPTOR DEFECT"
5456,C0333209,Platelet thrombus
10587,C1697878,BK virus nephropathy
9059,C1112324,Multifocal micronodular pneumocyte hyperplasia
2753,C0149781,Spontaneous pneumothorax
9896,C1334206,Intermediate Grade Ductal Breast Carcinoma In Situ
13816,C2931517,Plasmacytoma anaplastic
2744,C0149670,Disorder of carbohydrate metabolism
16745,C4274947,Multiple endocrine neoplasia type 4
12806,C1970712,"Multiple Endocrine Neoplasia, Type IV"
17849,C4699189,Nonprogressive/congenital
8542,C0852975,Congenital cerebellar ataxia
11525,C1847114,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 5"
10820,C1829742,Fatty acid oxidation defects
18110,C4746851,PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1
3063,C0155339,Brown Tendon Sheath Syndrome
5759,C0339649,Vertical retraction syndrome
4980,C0272324,Mild hereditary factor VIII deficiency disease
17323,C4511136,Congenital central hypothyroidism due to thyrotropin-releasing hormone receptor deficiency
9911,C1334378,Laryngeal Small Cell Carcinoma
5769,C0339821,Concha bullosa
5811,C0340491,Familial sick sinus syndrome
9114,C1141933,Multi-organ disorder
17740,C4552097,Nevus Sebaceus of Jadassohn
14311,C3160931,Ventricular dyssynchrony
6700,C0406704,Rudiger syndrome 1
12290,C1863204,ADULT SYNDROME
16841,C4289955,Atypical Endometriosis
6542,C0398350,Acute cardiac pulmonary edema
12882,C2198591,2-methylbutyrylglycinuria
15349,C3808667,"EPISODIC PAIN SYNDROME, FAMILIAL, 1"
12906,C2242658,Aortic dissection rupture
11391,C1844531,Oesophageal papilloma
6428,C0392663,Infection by Wuchereria bancrofti
7360,C0553577,Post-tuberculous reactive arthritis
3014,C0154536,Amphetamine or related acting sympathomimetic abuse
14123,C3150898,"CARDIOMYOPATHY, DILATED, 1GG"
8699,C0858233,"Stridor, Congenital"
10292,C1458142,Squamous odontogenic tumor
17884,C4706574,KLHL9-related early-onset distal myopathy
14550,C3280113,"NEPHROTIC SYNDROME, TYPE 5, WITH OR WITHOUT OCULAR ABNORMALITIES"
4536,C0268247,"Niemann-Pick Disease, Type D"
15788,C3888504,HER-2 protein overexpression
13848,C2931783,Amelogenesis imperfecta nephrocalcinosis
1493,C0024900,"Mastocytosis, Bullous"
1494,C0024901,"Mastocytosis, Diffuse Cutaneous"
7182,C0521173,Granulomatosis
8102,C0751421,Hemispatial Neglect
14874,C3541474,"ECTOPIA LENTIS 2, ISOLATED, AUTOSOMAL RECESSIVE"
14502,C3279708,"MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 3"
13697,C2930970,Acromesomelic dysplasia Hunter-Thompson type
16735,C4274307,Hypoplastic tibia and postaxial polydactyly syndrome
8967,C0948444,Mitochondrial DNA mutation
16754,C4275079,Posterior cortical atrophy syndrome
18170,C4748768,"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 10"
8559,C0853892,Catabolic state
2349,C0040412,Fissured tongue
2337,C0040149,Subacute thyroiditis
14869,C3541319,"SHORT STATURE, OPTIC NERVE ATROPHY, AND PELGER-HUET ANOMALY"
1460,C0024454,Maffucci Syndrome
4822,C0271178,Irvine-Gass Syndrome
838,C0015814,Femur Head Necrosis
2372,C0040961,Tricuspid Valve Insufficiency
14615,C3280641,Decreased serum complement C4b
14644,C3280939,ATRIOVENTRICULAR SEPTAL DEFECT 5
16614,C4225349,MANDIBULOFACIAL DYSOSTOSIS WITH ALOPECIA
7737,C0730321,Punctate inner choroidopathy
3786,C0238003,Adenocarcinoma of appendix
7430,C0577691,Disseminated squamous cell carcinoma
3242,C0175697,Van der Woude syndrome
