disease_id,diseaseid,diseasename
393,C0007795,Diffuse Cerebral Sclerosis of Schilder
1724,C0028866,Oculomotor Nerve Paralysis
13770,C2931245,Bone Marrow failure syndromes
9329,C1268936,Diarrhea-associated hemolytic uremic syndrome
533,C0010093,Corpus Luteum Cyst
7512,C0598428,genetic hypertension
8268,C0751956,Acute Cerebrovascular Accidents
15245,C3714581,Multicystic Dysplastic Kidney
12718,C1968949,Cakut
5574,C0334460,Elastofibroma
1391,C0023798,Lipoma
14709,C3489413,"Lipomatosis, Multiple"
2301,C0039263,Takayasu Arteritis
7157,C0520459,Necrotizing Enterocolitis
10443,C1535510,ADENOMAS AND ADENOCARCINOMAS
9272,C1266025,Traditional Serrated Adenoma
10524,C1578691,"Myxedema, Congenital"
8105,C0751435,Hyperphenylalaninaemia
11610,C1849096,Infantile onset spinocerebellar ataxia
464,C0008924,Cleft upper lip
17158,C4321245,Cleft lip or lips
11113,C1837217,"Cleft lip, isolated"
17741,C4552100,Lynch Syndrome
9267,C1266005,Basaloid squamous cell carcinoma
3521,C0220756,"Niemann-Pick Disease, Type C"
6504,C0393818,Congenital hypomyelinating neuropathy
13588,C2827503,HFE-Associated Hereditary Hemochromatosis
107,C0002875,Cooley's anemia
244,C0005283,beta Thalassemia
15637,C3841475,beta^+^ Thalassemia
12984,C2350875,Constrictive Bronchiolitis
12987,C2350988,"Bronchiolitis, Proliferative"
12985,C2350876,"Bronchiolitis, Exudative"
967,C0018203,Chronic granulomatous disease
428,C0008354,Cholera
7247,C0524912,"Hepatitis, Chronic, Drug-Induced"
9901,C1334261,Intraorbital Meningioma
10503,C1565950,Posterior Fossa Meningioma
10504,C1565951,Sphenoid Wing Meningioma
5635,C0334607,Psammomatous Meningioma
3311,C0205834,"Meningiomas, Multiple"
5634,C0334606,Fibrous Meningioma
5636,C0334608,Angiomatous Meningioma
10396,C1527197,Angioblastic Meningioma
9969,C1335107,Olfactory Groove Meningioma
7022,C0457190,Xanthomatous Meningioma
6816,C0431121,Clear Cell Meningioma
14321,C3163622,Papillary Meningioma
10133,C1384406,Secretory meningioma
9903,C1334271,Intraventricular Meningioma
5638,C0334610,Hemangiopericytic Meningioma
8072,C0751303,Cerebral Convexity Meningioma
6270,C0347515,Spinal Meningioma
10134,C1384408,Microcystic meningioma
8073,C0751304,Parasagittal Meningioma
4002,C0259785,Malignant Meningioma
6333,C0349604,Intracranial Meningioma
5637,C0334609,Hemangioblastic Meningioma
7617,C0684743,Malignant neoplasm of muscle
9069,C1112474,Small cell carcinoma of esophagus
5309,C0280631,Leiomyosarcoma of uterus
12095,C1858679,"CATARACT, AUTOSOMAL DOMINANT"
7228,C0524524,Pseudoaphakia
11831,C1854021,"Cataract, Central Saccular, With Sutural Opacities"
4230,C0265309,Leri-Weill dyschondrosteosis
2959,C0153491,"Malignant neoplasm of middle lobe, bronchus or lung"
1475,C0024624,"Malignant neoplasm of upper lobe, bronchus or lung"
2960,C0153492,"Malignant neoplasm of lower lobe, bronchus or lung"
2961,C0153493,Malignant neoplasm of other parts of bronchus or lung
11600,C1848862,Miller-McKusick-Malvaux-Syndrome (3M Syndrome)
13248,C2678312,Three M Syndrome 1
7278,C0543697,Mixed cryoglobulinemia
3178,C0162316,Iron deficiency anemia
1130,C0020479,Hyperlipoproteinemia Type III
3890,C0240066,Iron deficiency
4534,C0268242,"Niemann-Pick Disease, Type A"
1704,C0028064,Niemann-Pick Diseases
10159,C1389102,Atrophy of the spinal cord
2946,C0153426,Malignant neoplasm of duodenum
7255,C0541912,Duodenal Cancer
2491,C0043202,Wolff-Parkinson-White Syndrome
10442,C1533847,Disorder of skeletal muscle
8884,C0917996,Cerebral Aneurysm
10687,C1709527,B Acute Lymphoblastic Leukemia with t(9;22)(q34.1;q11.2); BCR-ABL1
658,C0013274,Patent ductus arteriosus
8527,C0852283,Respiratory Distress Syndrome
655,C0013238,Dry Eye Syndromes
10191,C1399793,skin fold (abnormality)
13400,C2748568,Immune dysfunction with T-cell inactivation due to calcium entry defect 1
14769,C3495566,Reflux nephropathy (disorder)
6975,C0451718,Non-obstructive reflux-associated chronic pyelonephritis (disorder)
6456,C0393578,Pallidoluysian degeneration
11966,C1856689,FRIEDREICH ATAXIA 1
207,C0004138,"Ataxias, Hereditary"
13862,C2931838,Familial HDL deficiency
10632,C1704429,"Hypoalphalipoproteinemia, Familial"
1536,C0025309,Meningoencephalitis
12606,C1879328,Blindness both eyes NOS (disorder)
3611,C0221473,"Blindness, Hysterical"
4825,C0271215,"Blindness, Legal"
5766,C0339730,"Blindness, Acquired"
6377,C0376288,Amaurosis
7975,C0750958,"Blindness, Monocular"
783,C0014836,Escherichia coli Infections
8731,C0860204,Cholestatic liver disease
10200,C1402315,Vascular lesions
323,C0006840,Candidiasis
8892,C0919659,Oropharyngeal candidiasis
17658,C4551826,Symphalangism-brachydactyly syndrome
17996,C4723838,Metastatic Breast Carcinoma
15236,C3714239,Bmpr1a-Related Juvenile Polyposis
7434,C0578575,Dissection of proximal aorta
5611,C0334553,Giant Cell Tumor of Soft Tissue
3383,C0206645,Desmoplastic fibroma
2444,C0042344,Varicose Ulcer
11333,C1842981,NEUROTICISM
5707,C0339002,"Attention-Deficit/Hyperactivity Disorder, Predominantly Inattentive Type"
16226,C4025790,Specific learning disability
7883,C0746882,Chronic neutropenia
15418,C3809443,"MITOCHONDRIAL DNA DEPLETION SYNDROME 12B (CARDIOMYOPATHIC TYPE), AUTOSOMAL RECESSIVE"
3702,C0235222,Diastolic hypertension
475,C0009171,Cocaine Abuse
3764,C0236736,Cocaine-Related Disorders
9003,C0949856,Oxidative Phosphorylation Deficiencies
9004,C0949857,Mitochondrial Respiratory Chain Deficiencies
9002,C0949855,"Electron Transport Chain Deficiencies, Mitochondrial"
17338,C4517098,Endometrial carcinosarcoma
356,C0007140,Carcinosarcoma
4134,C0264657,Renal sclerosis with hypertension
9582,C1302790,Congenital malformation syndrome
4389,C0266548,Axenfeld anomaly (disorder)
3726,C0235752,Port-Wine Stain
15662,C3854333,Narrowing
969,C0018206,granulosa cell tumor
8656,C0856761,Budd-Chiari Syndrome
17371,C4520841,Pure Erythroid Leukemia
13096,C2673913,"Anemia, Hypochromic Microcytic, With Iron Overload"
1469,C0024586,Malignant Carcinoid Syndrome
12087,C1858592,Carney Triad
2571,C0085109,Corneal Neovascularization
4952,C0272178,Drug-induced neutropenia
10282,C1456687,Polio and Post-Polio Syndrome
8572,C0854145,Feeding Disorders
4379,C0266487,Etat Marbre
2482,C0043049,Water Intoxication
170,C0003621,Appetite Disorders
16251,C4042784,Feeding and Eating Disorders
5496,C0334121,Inflammatory Myofibroblastic Tumor
4767,C0270823,Petit mal status
1048,C0019154,Hepatic Vein Thrombosis
5785,C0340100,High altitude pulmonary edema
8809,C0876973,Infectious Lung Disorder
8943,C0948158,Pulmonary sepsis
4830,C0271287,Schnyder crystalline corneal dystrophy
1655,C0027660,"Neoplasms, Glandular and Epithelial"
3825,C0238239,Light chain disease
2832,C0151814,Coronary Occlusion
9520,C1292780,Therapy-related myelodysplastic syndrome
5663,C0338430,Limbic Encephalitis
10944,C1833921,Familial medullary thyroid carcinoma
16906,C4304411,Xeroderma pigmentosum and Cockayne syndrome complex
9689,C1321907,Congenital absence of parathyroid gland
7697,C0700635,Strudwick syndrome
12438,C1865832,"Spondyloepimetaphyseal Dysplasia, Missouri Type"
7618,C0684830,Secondary malignant neoplasm of axilla
565,C0010701,Phyllodes Tumor
8087,C0751364,"Cancer, Embryonal"
3313,C0205852,"Neoplasms, Embryonal and Mixed"
8088,C0751365,"Cancer, Embryonal and Mixed"
14750,C3494976,Migrating partial seizures in infancy
3136,C0158447,Idiopathic osteoporosis
10623,C1704376,Uterine Corpus Carcinosarcoma
5308,C0280630,Uterine Carcinosarcoma
6747,C0410179,Ullrich congenital muscular dystrophy 1
4685,C0268634,Disorder of fatty acid metabolism
1176,C0020639,Hypoproteinemia
2593,C0085273,Erythema Infectiosum
6372,C0376154,Skin callus
5628,C0334588,Giant Cell Glioblastoma
5740,C0339525,Autosomal dominant retinitis pigmentosa
2890,C0152267,"Hodgkin lymphoma, lymphocyte depletion"
9325,C1266194,Lymphocyte Rich Classical Hodgkin Lymphoma
2889,C0152266,Mixed Cellularity Hodgkin Lymphoma
6083,C0343643,Facial wart
13829,C2931658,Phacomatosis pigmentokeratotica
4238,C0265329,Organoid Nevus Phakomatosis
3852,C0238441,Subglottic stenosis
7317,C0546476,Multiple self-healing squamous epithelioma
570,C0011119,Decompression Sickness
8086,C0751362,Narcolepsy-Cataplexy Syndrome
1270,C0022638,Ketosis
16383,C4082305,Deaf Mutism
3228,C0162836,Hidradenitis Suppurativa
8013,C0751068,"Deafness, Acquired"
1515,C0025221,Meleda Disease
7068,C0474809,Endometrioid tumor
1377,C0023532,"Leukoplakia, Oral"
13243,C2678061,"SCAPULOPERONEAL MYOPATHY, X-LINKED DOMINANT"
10787,C1740794,Aortic wall hypertrophy
11741,C1852373,Mitochondrial encephalopathy
6381,C0376338,"Diagnosis, Psychiatric"
5114,C0278601,Inflammatory Breast Carcinoma
12128,C1859308,PREMATURE CENTROMERE DIVISION
3215,C0162679,Leukemic Infiltration
756,C0014527,Epidermolysis Bullosa
12370,C1864826,"Epidermolysis bullosa, lethal acantholytic"
10053,C1336708,Testicular Germ Cell Tumor
4700,C0268743,"Membranoproliferative Glomerulonephritis, Type II"
10742,C1720821,"Membranoproliferative Glomerulonephritis, Type III"
4699,C0268742,"Membranoproliferative Glomerulonephritis, Type I"
11719,C1851841,"ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 1"
5500,C0334192,Atrophic endometrium
12960,C2348239,Endolymphatic sac tumor
13095,C2673892,Ductal plate malformation
2363,C0040592,Trachoma
6085,C0343723,Neonatal chlamydial conjunctivitis
6702,C0406709,Hay-Wells syndrome
213,C0004277,Tooth Attrition
424,C0008325,Cholecystitis
7307,C0545074,Myxoid/Round Cell Liposarcoma
14701,C3472623,Serrated adenocarcinoma
8093,C0751394,Cancer of Nose
1711,C0028433,Nose Neoplasms
10435,C1533172,Infantile nystagmus syndrome
14789,C3496337,Idiopathic Nephrotic Syndrome
474,C0009088,Cluster Headache
13186,C2676739,Chromosome 2q32-Q33 Deletion Syndrome
993,C0018675,Head Neoplasms
8866,C0887900,Upper Aerodigestive Tract Neoplasms
9275,C1266042,Chromophobe Renal Cell Carcinoma
9401,C1275668,Melanotic medulloblastoma
3310,C0205833,Medullomyoblastoma
3321,C0205945,"Sarcoma, Spindle Cell"
7882,C0746787,Cancer of Neck
9277,C1266044,Collecting Duct Carcinoma of the Kidney
8067,C0751291,Desmoplastic Medulloblastoma
8041,C0751177,Cancer of Head
9276,C1266043,Sarcomatoid Renal Cell Carcinoma
4910,C0271907,Acquired aplastic anemia
10425,C1531624,Cardioembolic stroke
8873,C0917804,"Arteriovenous Malformations, Cerebral"
12136,C1859486,BIETTI CRYSTALLINE CORNEORETINAL DYSTROPHY
4957,C0272199,Familial Hemophagocytic Lymphocytosis
15800,C3888864,Fistulising Crohn's disease
8936,C0948039,Gastritis caused by bacterium
584,C0011303,Demyelinating Diseases
17703,C4551972,Mosaic variegated aneuploidy syndrome
18075,C4733331,mosaic variegated aneuploidy
312,C0006309,Brucellosis
15789,C3888506,LDLR mutation
2495,C0043325,Xanthomatosis
13833,C2931687,Dysferlinopathy
9241,C1263858,"Muscular dystrophy congenital, merosin negative"
8868,C0917713,Becker Muscular Dystrophy
10670,C1708604,Keratocystic Odontogenic Tumor
5850,C0341038,Jaw Keratocyst
12418,C1865349,Ethylmalonic encephalopathy
8536,C0852862,Perinatal brain damage
1253,C0022548,Keloid
7651,C0687131,Psychoticism
2520,C0079294,Epidermolysis Bullosa Dystrophica
11775,C1853193,Recurrent skin infections
10581,C1695782,Cerebral hypoperfusion
4069,C0263505,Alopecia universalis
10955,C1834304,"AMYOTROPHY, HEREDITARY NEURALGIC"
5659,C0338329,recurrent childhood brain stem glioma
5894,C0342162,Compensated hypothyroidism
9016,C1096063,Drug Resistant Epilepsy
7759,C0740380,Varicella zoster
10766,C1735635,Progression of adenocarcinoma
15238,C3714506,Meckel syndrome type 1
9180,C1258104,Diffuse Scleroderma
10577,C1691779,Sensory hearing loss
11900,C1855310,Megaepiphyseal dwarfism
17373,C4520892,Otospondylomegaepiphyseal dysplasia
12216,C1861481,"Stickler syndrome, type 3"
13732,C2931073,"Collagenopathy, type 2 alpha 1"
7717,C0729353,Subfertility
16159,C4023106,Obstructive azoospermia
10393,C1524032,Depression and Suicide
4874,C0271683,"Polyneuropathy, Motor"
4507,C0268138,"Xeroderma Pigmentosum, Complementation Group D"
2909,C0152545,Primary tuberculosis
15874,C3899649,Childhood Oligoastrocytoma
3446,C0206725,Subependymal Glioma
5328,C0281328,Adult Subependymoma
5321,C0280793,Mixed Oligodendroglioma-Astrocytoma
9319,C1266177,Dysembryoplastic neuroepithelial tumor
9787,C1332969,Childhood Ganglioglioma
5624,C0334583,Pilocytic Astrocytoma
9596,C1304224,Pemphigoid nodularis
9644,C1318533,Secondary polycythemia
10150,C1387134,Grass allergy
3788,C0238015,Autonomic Dysreflexia
10090,C1368019,Paget Disease
11779,C1853214,RETINITIS PIGMENTOSA 35
14712,C3489532,Cone-Rod Dystrophy 2
11501,C1846529,CONE-ROD DYSTROPHY 10
11479,C1846055,Siderius X-linked mental retardation syndrome
470,C0009081,Congenital clubfoot
1581,C0026697,Mucolipidoses
3546,C0221025,Kasabach-Merritt syndrome
8280,C0752107,"Brain Diseases, Metabolic, Inherited"
8282,C0752110,Central Nervous System Inborn Metabolic Diseases
11215,C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY
8281,C0752109,"Brain Diseases, Metabolic, Inborn"
1132,C0020481,Hyperlipoproteinemia Type V
1131,C0020480,Hyperlipoproteinemia Type IV
6286,C0348801,Group B streptococcal pneumonia
3344,C0206172,Diabetic Foot
1979,C0033375,Prolactinoma
13155,C2675747,Coumarin Sensitivity
3566,C0221165,Diplegia
2582,C0085166,Bacterial Vaginosis
17640,C4551720,Primary Ciliary Dyskinesia
12229,C1861821,"CATARACT, MARNER TYPE"
9881,C1333991,Hereditary Non-Polyposis Colon Cancer Type 2
16810,C4285910,Obstructive sleep apnea hypopnea syndrome
10909,C1833142,contracture of elbow
6721,C0409338,Flexion contracture - elbow
2368,C0040921,Trichomonas Infections
8507,C0851140,Carcinoma in situ of uterine cervix
2338,C0040156,Thyrotoxicosis
3906,C0241397,Triphalangeal thumb
8405,C0796074,MOHR-TRANEBJAERG SYNDROME
9674,C1321489,Torre-Muir syndrome
4087,C0263746,Osteoarthritis of the hand
6733,C0409952,Idiopathic osteoarthritis
2351,C0040427,Tooth Abnormalities
7240,C0524730,Odontome
4271,C0265553,Polysyndactyly
13909,C2936502,Familial CHARGE Syndrome
10415,C1527396,Fibrocystic Disease of Pancreas
1847,C0030524,Paratuberculosis
8955,C0948264,Neuroborreliosis
6134,C0344622,Double inlet left ventricle
12876,C2118796,Severe recurrent major depression
9248,C1264016,Familial polycythemia vera
12092,C1858673,"GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 2"
12939,C2316787,Chronic kidney disease stage 3
5099,C0278512,Metastatic osteosarcoma
3226,C0162830,"Dermatitis, Phototoxic"
10410,C1527358,Phototoxicity
10680,C1709153,Nasopharyngeal Differentiated Carcinoma
9751,C1332347,Atypical Ductal Breast Hyperplasia
1282,C0022716,Menkes Kinky Hair Syndrome
363,C0007273,Carotid Artery Diseases
1486,C0024796,Marfan Syndrome
2955,C0153460,Malignant neoplasm of tail of pancreas
2954,C0153459,Malignant neoplasm of body of pancreas
2953,C0153458,malignant neoplasm of head of pancreas
2956,C0153463,Malignant neoplasm of other specified sites of pancreas
9559,C1301361,"Post-transplant lymphoproliferative disorder, polymorphic"
3936,C0242338,HTLV Infections
6225,C0346302,Growth Hormone-Secreting Pituitary Adenoma
4172,C0265202,Seckel syndrome
13433,C2750061,"Hypokalemic Periodic Paralysis, Type 2"
2456,C0042580,Vesico-Ureteral Reflux
11532,C1847501,Glut1 Deficiency Syndrome
1879,C0031046,Pericarditis
2144,C0036363,Schizotypal Personality Disorder
13746,C2931135,Blepharophimosis syndrome type 1
2348,C0040411,Tongue Neoplasms
10518,C1568272,Tendinopathy
15630,C3840085,Disorder of Achilles tendon
2839,C0151936,Disorder of tendon
6239,C0346398,Mixed follicular and papillary thyroid carcinoma
15252,C3714651,Follicular Variant Thyroid Gland Papillary Carcinoma
447,C0008525,Choroideremia
7526,C0600031,Congenital absence of spleen
13350,C2732267,Auditory neuropathy spectrum disorder
11737,C1852271,Auditory neuropathy
15186,C3696898,Autosomal Dominant Nocturnal Frontal Lobe Epilepsy
2620,C0085541,"Epilepsy, Frontal Lobe"
14681,C3463897,"HYDATIDIFORM MOLE, RECURRENT, 1"
6338,C0349631,Richter's syndrome
2370,C0040953,Trichotillomania
8847,C0878649,Gastric hyperplastic polyp
2629,C0085578,Thalassemia Minor
2786,C0150080,Social Communication Disorder
12282,C1862941,"Amyotrophic Lateral Sclerosis, Sporadic"
11224,C1839259,"Bulbo-Spinal Atrophy, X-Linked"
135,C0002991,Cutaneous Fibrous Histiocytoma
9266,C1266002,Non-small cell carcinoma
10306,C1509148,Sclerosing hemangioma
9922,C1334455,Pulmonary Sclerosing Hemangioma
13306,C2712907,obsolete Combined hyperlipidemia
16115,C4021107,Non-obstructive azoospermia
3169,C0159020,Convulsions in the newborn
10965,C1834558,"Myopathy, Centronuclear, Autosomal Dominant"
8318,C0752282,Congenital Structural Myopathy
3251,C0175709,Centronuclear myopathy
4930,C0272051,Xerocytosis
110,C0002879,"Anemia, Hemolytic, Acquired"
3544,C0221021,Microangiopathic hemolytic anemia
118,C0002889,"Anemia, Microangiopathic"
12366,C1864761,"Thyroid Hormone Metabolism, Abnormal"
5820,C0340557,Atherosclerotic renal artery stenosis
3088,C0155826,Chronic nasopharyngitis
3823,C0238224,Carcinoma of vocal cord
8461,C0796663,Childhood Testicular Germ Cell Tumor
9198,C1260954,Morphologically altered structure
6492,C0393735,Headache Disorders
14685,C3463992,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 1"
9608,C1305904,Familial hematuria
2487,C0043124,West Nile Fever
2198,C0037278,"Skin Diseases, Infectious"
3448,C0206727,Nerve Sheath Tumors
1791,C0029607,Other emphysema
433,C0008412,Choline Deficiency
7750,C0740279,Cerebellar atrophy
10823,C1832034,Childhood Subependymal Giant Cell Astrocytoma
3299,C0205768,Subependymal Giant Cell Astrocytoma
10822,C1832033,Adult Subependymal Giant Cell Astrocytoma
4400,C0266617,Congenital anomaly of face
1529,C0025293,"Meningitis, Listeria"
8074,C0751316,Acquired Meningomyelocele
2711,C0086664,Myelocele
1537,C0025312,Meningomyelocele
10308,C1510420,Cavitation
18047,C4727981,Eosinophilic otitis media
11240,C1839780,FRAGILE X TREMOR/ATAXIA SYNDROME
3450,C0206729,Neurofibrosarcoma
7227,C0522631,"Acute myeloid leukemia, minimal differentiation"
7554,C0677501,Congenital Nephrogenic Diabetes Insipidus
9565,C1301721,Neurological morbidity
9148,C1168198,Recurrent respiratory papillomatosis
5648,C0334663,Histiocytic sarcoma
1443,C0024302,Reticulosarcoma
12872,C2112532,Postmenopausal endometrium
4042,C0263313,Pemphigus Foliaceus
8998,C0949664,Tauopathies
10970,C1834582,"MYELOPROLIFERATIVE SYNDROME, TRANSIENT"
1064,C0019270,Hernia
12968,C2350037,"Clinically Isolated Syndrome, CNS Demyelinating"
17604,C4551583,Cerebral cortical atrophy
13026,C2585317,Acquired thrombophilia
9139,C1148551,X-Linked Dyskeratosis Congenita
11725,C1851970,"DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT"
6752,C0410198,Proximal myopathy
14044,C3149631,"MELORHEOSTOSIS, ISOLATED"
1237,C0022283,Incontinentia Pigmenti Achromians
3576,C0221238,Mesangial proliferative glomerulonephritis
7482,C0588008,Severe depression
10552,C1621895,Adrenal hyperplasia
5949,C0342495,Macronodular adrenal hyperplasia
5939,C0342443,Adrenal Cushing's syndrome
365,C0007279,Carotid Body Paraganglioma
9169,C1257877,"Pheochromocytoma, Extra-Adrenal"
3805,C0238111,Lennox-Gastaut syndrome
7286,C0543888,Epileptic encephalopathy
11455,C1845530,Stocco dos Santos syndrome
525,C0010043,Corneal Ulcer
10470,C1557335,Ocular surface disease
6988,C0454582,Semantic impairment
2289,C0039093,Congenital abnormal Synostosis
16670,C4225412,Spondylo-ocular syndrome
13461,C2750448,"CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 6"
11080,C1836724,"CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 3 (disorder)"
10511,C1567741,Alport Syndrome
2353,C0040479,Torsades de Pointes
5778,C0339985,Idiopathic bronchiectasis
7083,C0476254,Dyslexia
8803,C0871215,Reading Disabilities
4294,C0265797,Congenital emphysema
697,C0013589,Ectromelia
4381,C0266508,Rachischisis
2246,C0038219,Status Dysraphicus
2474,C0042961,Intestinal Volvulus
9709,C1328840,Autoimmune Lymphoproliferative Syndrome
7699,C0700639,"Pyloric Stenosis, Hypertrophic"
11857,C1854442,SPLIT-HAND/FOOT MALFORMATION 4
9784,C1332964,Childhood Clear Cell Sarcoma of Soft Parts
9727,C1332198,Adult Clear Cell Sarcoma of Soft Parts
3474,C0220613,Adult Soft Tissue Sarcoma
3484,C0220645,Childhood Soft Tissue Sarcoma
15849,C3898127,Non-Metastatic Childhood Soft Tissue Sarcoma
7014,C0456861,Low grade B-cell lymphoma
12239,C1861922,CAMPOMELIC DYSPLASIA
13587,C2827469,Coronary Microvascular Disease
11747,C1852502,"CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT"
559,C0010635,"Cystadenoma, Mucinous"
6402,C0391957,idiopathic epilepsy
10824,C1832097,EPIDERMAL DIFFERENTIATION COMPLEX
1416,C0024054,Lown-Ganong-Levine Syndrome
9109,C1136382,Sclerocystic Ovaries
10608,C1704268,Delusion of persecution
3918,C0241932,X-linked hypogammaglobulinemia
7464,C0585362,Squamous cell carcinoma of mouth
4372,C0266463,Lissencephaly
7316,C0546466,Idiopathic cardiac hypertrophy
12393,C1864910,"Glutamine deficiency, congenital"
12450,C1865974,"Hypomagnesemia 1, Intestinal"
2184,C0037054,Sickle Cell Trait
223,C0004610,Bacteremia
10686,C1709457,Papillary Thyroid Microcarcinoma
7343,C0549379,Recurrent Carcinoma
12558,C1868675,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE"
8279,C0752105,"Parkinsonism, Juvenile"
8278,C0752104,Familial Juvenile Parkinsonism
8274,C0752097,Autosomal Dominant Juvenile Parkinson Disease
3951,C0242423,Ramsay Hunt Paralysis Syndrome
8277,C0752101,"Parkinsonism, Experimental"
8276,C0752100,Autosomal Recessive Parkinsonism
15545,C3824881,Chlamydophila pneumoniae infections
13119,C2675186,LEBER CONGENITAL AMAUROSIS 13
4427,C0267111,Gastric dysplasia
17823,C4693796,"RH-NULL, AMORPH TYPE"
4813,C0271091,"Retinoschisis, Juvenile, X-Linked"
16165,C4023321,Macular schisis
4244,C0265341,Rieger syndrome
14761,C3495489,Rieger eye malformation sequence
2669,C0085762,Alcohol abuse
2544,C0079747,Low Grade Lymphoma (neoplasm)
8893,C0919715,Lupus-like syndrome
6819,C0431128,Papillary craniopharyngioma
12344,C1864446,Retinitis Pigmentosa 25
1642,C0027543,Avascular necrosis of bone
1218,C0021775,Intermittent Claudication
7888,C0747102,Ovarian failure
11022,C1835922,Aminoacylase 1 deficiency
11534,C1847540,"Azoospermia, Nonobstructive"
3522,C0220766,Congenital hypoplasia of adrenal gland
4207,C0265267,Congenital Hemidysplasia with Ichthyosiform Erythroderma and Limb Defects
2019,C0034050,Pulmonary Alveolar Proteinosis
14792,C3501611,"Mental Retardation, X-Linked Nonsyndromic"
11024,C1835931,"ALPHA/BETA T-CELL LYMPHOPENIA WITH GAMMA/DELTA T-CELL EXPANSION, SEVERE CYTOMEGALOVIRUS INFECTION, AND AUTOIMMUNITY"
2217,C0037899,Sphingolipidoses
14439,C3275069,Chronic Total Occlusion Vessel
4895,C0271791,Severe hypothyroidism
17216,C4331029,Primary Pigmented Nodular Adrenal Dysplasia
8883,C0917990,Acro-Osteolysis
886,C0016977,Gall Bladder Diseases
7866,C0745745,liver disease parenchymal
14441,C3275124,Biliary System Disorder
17838,C4693941,PREMATURE OVARIAN FAILURE 14
3636,C0232939,Primary physiologic amenorrhea
3637,C0232940,Secondary physiologic amenorrhea
7466,C0585473,Chondromyxoid fibroma of bone
10400,C1527303,Chronic Airflow Obstruction
4108,C0264220,Chronic disease of respiratory system
11929,C1855739,"Indifference to Pain, Congenital, Autosomal Recessive"
6729,C0409818,"Chronic Infantile Neurological, Cutaneous, and Articular Syndrome"
14828,C3536572,End stage renal disease due to hypertension
17781,C4684861,Recurrent Malignant Glioma
7634,C0685869,Monophthalmos
2226,C0037952,Spinocerebellar Degeneration
4816,C0271097,Usher Syndrome
3524,C0220769,FG syndrome
12767,C1970106,"Bpes, Type I, Autosomal Recessive"
12256,C1862262,Bpes With Ovarian Failure
12257,C1862263,Bpes Without Ovarian Failure
656,C0013261,Duane Retraction Syndrome
12258,C1862264,Bpes With Duane Retraction Syndrome
17175,C4324432,Hereditary multiple osteochondromas
1277,C0022672,Acute Kidney Tubular Necrosis
11897,C1855284,Intrahepatic biliary atresia
3905,C0241210,Speech Delay
1299,C0023014,Language Development Disorders
2676,C0085996,Child Development Deviations
6998,C0454655,Semantic-Pragmatic Disorder
2677,C0085997,"Child Development Disorders, Specific"
8055,C0751257,"Auditory Processing Disorder, Central"
3233,C0162869,"Aneurysm, Ruptured"
9525,C1298681,Oxalosis
1140,C0020500,Hyperoxaluria
2278,C0038604,Subungual exostoses
8952,C0948242,"Nuchal bleb, familial"
2834,C0151857,Pleocytosis
5208,C0279606,Childhood Hepatocellular Carcinoma
6137,C0344730,Atrial Septal Defect Sinus Venosus
1007,C0018816,Heart Septal Defects
10016,C1335929,Schwannomatosis
6170,C0345893,Juvenile polyposis syndrome
10896,C1832940,JUVENILE POLYPOSIS OF STOMACH
15072,C3554518,COWDEN SYNDROME 5
10548,C1619700,RENAL ADYSPLASIA
1225,C0021841,Intestinal Neoplasms
13762,C2931208,"Usher syndrome, type 1D"
7832,C0743841,Disorder characterized by fever
11879,C1855008,Mitochondrial Complex II Deficiency
1740,C0029124,Optic Atrophy
847,C0016034,Breast Fibrocystic Disease
11510,C1846672,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2I"
4696,C0268731,Renal glomerular disease
12234,C1861861,"CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 1 (disorder)"
3889,C0240063,Coloboma of iris
3943,C0242363,Islet Cell Tumor
941,C0017689,Glucagonoma
2581,C0085164,"Leukemia, Feline"
3798,C0238062,Chronic intestinal pseudo-obstruction
1229,C0021847,Intestinal Pseudo-Obstruction
4431,C0267187,Intestinal metaplasia of gastric mucosa
4855,C0271561,Somatotropin deficiency
1843,C0030499,Parasitic Diseases
6611,C0400822,"Colitis, Lymphocytic"
2326,C0040015,Thrombasthenia
5585,C0334482,Fetal rhabdomyoma
2089,C0035411,Rhabdomyoma
2096,C0035457,"Rhinitis, Allergic, Perennial"
2516,C0079153,"Hyperkeratosis, Epidermolytic"
2771,C0149922,Lichen Simplex Chronicus
4045,C0263338,Chronic urticaria
6010,C0342791,Carnitine-Acylcarnitine Translocase Deficiency
8763,C0862506,Borderline ovarian tumour
15241,C3714534,dowling-degos disease
2790,C0151281,Genital ulcers
5588,C0334488,Clear cell sarcoma of kidney
284,C0006015,Bordetella Infections
